2080;2180;2410;2300;2380;2400;2500;2500;2500;2500;
2450;2460;2460;2530;2460;2540;2470;2540;2540;2540;
2610;2610;2680;2680;2680;2680;2680;2680;2680;2680;
1800;2490;2490;2490;2490;2490;2490;2490;2490;2490;
2240;2250;2250;2250;2250;2240;2240;2250;2250;2250;
1670;2450;2450;2450;2450;2450;2450;2450;2450;2450;
1830;1930;1930;1930;1930;1930;1930;1930;1930;1930;
1700;1710;1830;1830;1830;1830;1830;1830;1830;1830;
1740;1740;1800;1740;1930;1930;1930;1930;1930;1930;
126980;128300;124600;128010;127030;124520;126970;125230;122870;121440;
139640;143510;140680;139630;141170;138760;141030;136720;136380;139890;
124630;124580;122510;123080;127010;126320;123570;126590;122830;118560;
104180;105170;105710;107950;105920;104890;102700;104440;102070;102800;
96680;97210;96080;99060;96820;95390;96340;94860;94920;94760;
105130;104220;107250;102820;104150;103450;106090;103340;98320;98080;
86670;84800;85000;83450;84400;86450;87460;82130;83120;82930;
84870;86260;84590;84380;82640;84820;80800;80400;83510;78560;
83290;87050;87290;89600;87090;85320;85370;84040;89120;85230;
431330;435600;431130;432420;424090;424860;424490;417660;419710;425130;
435340;443700;441800;440750;443500;453620;430760;428280;421560;420030;
437810;448410;457490;452170;462240;461540;448970;447300;447150;435370;
334190;325450;339040;331990;333050;326820;322680;342600;324730;329890;
329570;315260;315380;317070;311590;301320;306610;300170;307700;310590;
341240;338500;338580;342210;328050;341450;327920;328960;331420;331200;
305830;296360;298430;297820;298480;302840;291010;300570;293770;288050;
278040;275070;280760;275580;277110;284740;271730;272170;272920;262530;
293930;301670;303320;293530;295730;290250;285360;286450;286630;284160;
